Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Reviews,Number_Of_Tracker,,Most_Used_In_Countries
Xiaomi,FitnessBand,Smart Band 5,Black,799,"2,999",AMOLED Display,4.1,Thermoplastic polyurethane,14,3,1,,India
Xiaomi,FitnessBand,Smart Band 4,Black,949,"2,499",AMOLED Display,4.2,Thermoplastic polyurethane,14,1,1,,India
Xiaomi,FitnessBand,HMSH01GE,Black,"1,099","2,099",LCD Display,3.5,Leather,14,1,1,,India
Xiaomi,FitnessBand,Smart Band 5,Black,"1,195","2,999",AMOLED Display,4.1,Thermoplastic polyurethane,14,1,1,,India
Xiaomi,FitnessBand,Band 3,Black,"1,270","2,199",OLED Display,4.3,Plastic,7,0,1,,India
Xiaomi,FitnessBand,Band - HRX Edition,Black,"1,283","1,799",OLED Display,4.2,Plastic,20,4,1,,India
Xiaomi,FitnessBand,Band 2,Black,"1,290","2,499",OLED Display,4.3,Plastic,7,3,1,,India
Xiaomi,Smartwatch,Revolve,Black,"1,299","15,999",AMOLED Display,4.4,Silicone,14,2,1,,India
Xiaomi,Smartwatch,RevolveActive,Black,"1,299","15,999",AMOLED Display,4.4,Silicone,14,3,1,,USA
Xiaomi,FitnessBand,Smart Band 3i,Black,"1,395","1,599",OLED Display,4.2,Thermoplastic polyurethane,7,2,1,,USA
OnePlus ,FitnessBand,Steven Harrington Edition Band,Blue,"1,399","3,999",AMOLED Display,4.3,Thermoplastic polyurethane,7,3,1,,Russia
OnePlus ,FitnessBand,Band,Dual Color,"1,450","2,799",AMOLED Display,4.2,Thermoplastic polyurethane,7,4,1,,Russia
FitBit,Smartwatch,Versa 2,Dual Color,"1,499","14,999",AMOLED Display,4.3,Silicone,7,4,1,,Russia
FitBit,Smartwatch,Sense,Dual Color,"1,499","22,999",AMOLED Display,4.2,Elastomer,7,3,1,,Russia
FitBit,Smartwatch,Versa 3,Dual Color,"1,499","18,999",AMOLED Display,4.3,Elastomer,7,1,1,,India
FitBit,FitnessBand,Charge 4,Dual Color,"1,595","9,999",PMOLED Display,4.2,Elastomer,7,5,1,,India
FitBit,FitnessBand,Inspire,Dual Color,"1,645","7,999",LED Display,4.2,Silicone,5,5,1,,India
FitBit,FitnessBand,Inspire 2,Dual Color,"1,649","7,999",PMOLED Display,4.4,Thermoplastic polyurethane,10,4,1,,USA
FitBit,FitnessBand,Lunar,Dual Color,"1,699","10,999",AMOLED Display,4.7,Silicone,7,1,1,,USA
FitBit,FitnessBand,Charge 4,Dual Color,"1,699","11,999",PMOLED Display,4.2,Elastomer,7,1,1,,Nepal
FitBit,FitnessBand,FB413LVLV,Dual Color,"1,699","38,500",AMOLED Display,4.1,Silicone,5,2,1,,USA
FitBit,FitnessBand,Flex Small,Dual Color,"1,699","8,490",OLED Display,3.8,Rubber,5,2,1,,USA
FitBit,FitnessBand,Inspire HR,Dual Color,"1,722","8,999",LED Display,4.3,Silicone,5,2,1,,USA
FitBit,FitnessBand,Inspire,Dual Color,"1,799","7,999",LED Display,4.2,Silicone,5,3,1,,USA
FitBit,FitnessBand,Charge 3,Dual Color,"1,799","13,999",OLED Display,4.3,Silicone,7,2,1,,France
FitBit,Smartwatch,Versa Special Edition,Dual Color,"1,899","23,499",AMOLED Display,4.1,Fabric,7,1,1,,France
FitBit,Smartwatch,Ionic,Dual Color,"1,899","24,999",LCD Display,4.1,Elastomer,7,2,1,,USA
FitBit,Smartwatch,Versa 2 Special Edition,Dual Color,"1,999","23,999",AMOLED Display,4.4,Silicone,7,4,1,,France
FitBit,Smartwatch,Ionic,Dual Color,"1,999","24,999",LCD Display,4.1,Elastomer,7,5,1,,Sri Lanka
FitBit,Smartwatch,Ionic,Dual Color,"1,999","26,499",LCD Display,4.1,Elastomer,7,3,1,,France
FitBit,Smartwatch,Versa,Dual Color,"1,999","23,499",AMOLED Display,4.1,Silicone,7,2,1,,France
FitBit,Smartwatch,Versa,Dual Color,"1,999","21,499",AMOLED Display,4.2,Silicone,7,1,1,,France
FitBit,Smartwatch,Surge,Dual Color,"2,000","24,990",LCD Display,3.8,Elastomer,7,2,1,,France
FitBit,FitnessBand,Charge 2,Dual Color,"2,099","14,999",PMOLED Display,4.3,Silicone,7,3,1,,India
FitBit,FitnessBand,Charge 3 Special Edition,Dual Color,"2,099","15,999",OLED Display,4,Silicone,7,4,1,,India
FitBit,Smartwatch,Blaze,Dual Color,"2,199","19,999",LCD Display,4.2,Elastomer,7,3,1,,India
FitBit,Smartwatch,Blaze,Dual Color,"2,199","19,999",LCD Display,4.2,Elastomer,7,2,1,,India
FitBit,Smartwatch,Blaze,Dual Color,"2,199","22,999",LCD Display,4.2,Elastomer,7,1,1,,India
FitBit,Smartwatch,Surge,Dual Color,"2,199","19,990",LCD Display,3.8,Elastomer,7,2,1,,India
FitBit,FitnessBand,Alta HR,Dual Color,"2,200","14,999",OLED Display,4.3,Elastomer,7,3,1,,India
FitBit,FitnessBand,Charge 2,Dual Color,"2,469","14,999",PMOLED Display,4.4,Silicone,7,4,1,,India
FitBit,Smartwatch,Versa Lite Edition,Dual Color,"2,469","16,999",AMOLED Display,4.2,Elastomer,7,5,1,,India
FitBit,Smartwatch,Surge,Dual Color,"2,490","24,990",LCD Display,3.8,Elastomer,7,3,1,,India
FitBit,Smartwatch,versa,Dual Color,"2,495","21,499",AMOLED Display,4.1,Silicone,7,6,1,,India
FitBit,Smartwatch,Versa,Dual Color,"2,499","19,999",AMOLED Display,4.1,Silicone,7,4,1,,India
FitBit,FitnessBand,Charge HR,Dual Color,"2,499","14,990",OLED Display,3.9,Thermoplastic polyurethane,7,8,1,,India
FitBit,FitnessBand,Charge HR,Dual Color,"2,499","14,990",OLED Display,3.9,Thermoplastic polyurethane,7,3,1,,India
FitBit,FitnessBand,Alta HR,Dual Color,"2,499","16,999",OLED Display,4.3,Elastomer,7,2,1,,India
FitBit,Smartwatch,Versa Lite Edition,Dual Color,"2,499","15,999",AMOLED Display,4.2,Elastomer,7,4,1,,India
FitBit,FitnessBand,Alta,Dual Color,"2,499","12,999",OLED Display,4.1,Elastomer,7,2,1,,India
FitBit,Smartwatch,Versa 3,Dual Color,"2,499","18,999",AMOLED Display,4.3,Elastomer,7,3,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,499","14,999",PMOLED Display,4.3,Silicone,7,1,1,,India
FitBit,Smartwatch,Versa,Violet ,"2,499","21,499",AMOLED Display,4.1,Silicone,7,2,1,,India
FitBit,Smartwatch,Versa 2,Violet ,"2,499","21,999",AMOLED Display,4.3,Silicone,7,3,1,,India
FitBit,Smartwatch,Surge,Violet ,"2,499","19,990",LCD Display,3.8,Elastomer,7,2,1,,India
FitBit,FitnessBand,Charge 3,Violet ,"2,499","13,999",OLED Display,4.3,Silicone,7,1,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,499","14,999",PMOLED Display,4.3,Silicone,7,2,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,499","14,999",PMOLED Display,4.4,Silicone,7,1,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,499","14,999",PMOLED Display,4.4,Silicone,7,2,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,513","14,999",PMOLED Display,4.3,Silicone,7,2,1,,India
FitBit,FitnessBand,Charge 2,Violet ,"2,599","14,999",PMOLED Display,4.3,Silicone,7,2,1,,India
FitBit,FitnessBand,Inspire HR,Violet ,"2,599","9,999",LED Display,4.3,Silicone,5,2,1,,India
FitBit,FitnessBand,Inspire HR,Violet ,"2,699","9,999",LED Display,4.3,Silicone,5,2,1,,India
realme,FitnessBand,Band 2,Violet ,"2,699","3,499",TFT-LCD Display,4.1,Silicone,7,2,1,,India
realme,FitnessBand,Band,Violet ,"2,699","2,999",TFT-LCD Display,4,Silicone,7,2,1,,India
realme,FitnessBand,Smart band,Violet ,"2,700","2,999",TFT-LCD Display,4,Silicone,7,1,1,,India
realme,FitnessBand,Band,Violet ,"2,799","2,999",TFT-LCD Display,4,Silicone,7,1,1,,India
Huawei,FitnessBand,Band 4,Violet ,"2,799","3,099",TFT-LCD Display,4.2,Silicone,7,3,1,,India
Huawei,FitnessBand,Band 2,Violet ,"2,799","4,999",PMOLED Display,4.1,Silicone,7,2,1,,India
Huawei,FitnessBand,Band 2,Red,"2,899","6,999",PMOLED Display,4.2,Silicone,7,1,1,,India
Huawei,FitnessBand,Band 2,Red,"2,949","4,599",PMOLED Display,4.1,Silicone,7,2,1,,India
Huawei,FitnessBand,Band 6,Red,"2,995","9,990",PMOLED Display,4.4,Silicone,7,3,1,,India
Huawei,FitnessBand,Band 2 Pro Activity,Red,"2,999","5,999",PMOLED Display,4.1,Silicone,7,1,1,,India
Honor,FitnessBand,Band 6,Red,"2,999","5,999",AMOLED Display,4.3,Plastic,14,4,1,,India
Honor,FitnessBand,Band 4,Red,"2,999","2,999",AMOLED Display,4.4,Plastic,7,3,1,,India
Honor,FitnessBand,Band 3,Red,"2,999","2,999",AMOLED Display,4.3,Plastic,7,3,1,,India
Honor,FitnessBand,Band 5i,Red,"2,999","2,999",LCD Display,4.2,Plastic,7,4628,1,,India
Honor,FitnessBand,Band 3,Red,"2,999","2,999",PMOLED Display,4.3,Plastic,7,23426,1,,India
Honor,FitnessBand,Band 5,Red,"2,999","2,999",AMOLED Display,4.4,Plastic,14,4628,1,,India
Honor,FitnessBand,Band 5,Red,"2,999","2,999",AMOLED Display,4.4,Plastic,14,4628,1,,India
Honor,FitnessBand,Band 5,Red,"2,999","2,999",AMOLED Display,4.4,Plastic,14,4628,1,,India
Honor,FitnessBand,Band 4,Red,"2,999","2,999",AMOLED Display,4.4,Plastic,7,17809,1,,India
Honor,FitnessBand,Band 5i,Red,"2,999","2,999",LCD Display,4.2,Plastic,14,4628,1,,India
Honor,FitnessBand,band 4 running,Red,"2,999","2,000",AMOLED Display,3.2,Plastic,7,4628,1,,India
Honor,FitnessBand,Band Z1,Red,"3,297","5,499",AMOLED Display,3.9,Plastic,14,77,1,,India
Honor,FitnessBand,Band 3,Red,"3,299","5,499",OLED Display,4.3,Plastic,7,122,1,,India
GOQii,FitnessBand,Beat,Red,"3,299","2,999",OLED Display,2.8,Silicone,7,56,1,,India
GOQii,FitnessBand,Vital 3.0,Red,"3,299","3,999",OLED Display,3.1,Silicone,7,4,1,,India
Infinix,FitnessBand,Band 5,Red,"3,299","2,999",TFT-LCD Display,3.8,Silicone,4,34,1,,India
LCARE,Smartwatch,Watch,Red,"3,499","4,495",OLED Display,3.5,Silicone,7,34,1,,India
LCARE,FitnessBand,Mambo,Violet ,"3,499","2,995",OLED Display,3.8,Silicone,4,22,1,,India
LAVA,FitnessBand,BeFit,Violet ,"3,499","3,499",LCD Display,3.6,Thermoplastic polyurethane,7,543,1,,India
Noise,FitnessBand,ColorFit,Violet ,"3,499","2,499",LCD Display,3.6,Silicone,3,34,1,,India
Noise,FitnessBand,ColorFit2,Violet ,"3,499","2,499",TFT-LCD Display,3.9,Thermoplastic polyurethane,7,23,1,,India
Oppo,Smartwatch,46 mm,Violet ,"3,499","19,990",AMOLED Display,3.9,Rubber,14,484,1,,India
Oppo,Smartwatch,41mm,Violet ,"3,499","24,990",AMOLED Display,3.9,Rubber,14,23,1,,India
realme,Smartwatch,2 Pro,Violet ,"3,499","5,999",AMOLED Display,4.4,Silicone,14,338,1,,India
realme,Smartwatch,2S,Violet ,"3,799","3,999",AMOLED Display,4.2,Silicone,7,928,1,,India
realme,Smartwatch,S,Violet ,"3,799","7,999",AMOLED Display,4.3,Silicone,14,"4,142",1,,India
realme,Smartwatch,S,Violet ,"3,799","7,999",AMOLED Display,4.3,Silicone,14,5,1,,India
realme,Smartwatch,S Pro,Violet ,"3,799","12,999",AMOLED Display,4.1,Silicone,14,4,1,,India
realme,Smartwatch,S Master,Violet ,"3,799","8,999",AMOLED Display,4.3,Silicone,14,3,1,,India
realme,Smartwatch,Fashion,Violet ,"3,921","6,999",TFT-LCD Display,4,Silicone,14,5,1,,India
realme,Smartwatch,Classic,Violet ,"3,999","6,999",TFT-LCD Display,4,Silicone,7,443,1,,India
Fastrack,Smartwatch,Reflex 3.0,Violet ,"3,999","2,995",TFT-LCD Display,3.8,Silicone,7,3,1,,India
Fastrack,Smartwatch,Reflex 3.0,Violet ,"3,999","2,995",TFT-LCD Display,4.1,Silicone,4,34,1,,India
Fastrack,Smartwatch,Reflex Beat,Violet ,"3,999","2,195",TFT-LCD Display,4,Silicone,4,3,1,,India
Fastrack,FitnessBand,Reflex Smart Band,Violet ,"3,999","1,995",OLED Display,4,Silicone,4,44,1,,India
Fastrack,FitnessBand,Reflex Smart Band,Violet ,"3,999","1,995",OLED Display,4.1,Silicone,4,5,1,,India
Fastrack,Smartwatch,Reflex 2.0,Violet ,"3,999","1,995",TFT-LCD Display,4.1,Silicone,10,5,1,,India
boAt ,Smartwatch,Storm,Violet ,"4,190","5,990",LCD Display,4.1,Thermoplastic polyurethane,7,3,1,,India
boAt ,Smartwatch,Xplorer,Violet ,"4,399","7,990",LCD Display,3.8,Thermoplastic polyurethane,10,4,1,,India
boAt ,Smartwatch,Delta,Violet ,"4,490","5,990",LCD Display,3.6,Silicone,7,53,1,,India
boAt ,Smartwatch,O2,Violet ,"4,499","7,990",LCD Display,4.1,Thermoplastic polyurethane,10,20122,1,,India
Noise ,Smartwatch,ColorFit Qube SpO2,Violet ,"4,499","4,999",AMOLED Display,4.3,Thermoplastic polyurethane,7,54,1,,India
Noise ,Smartwatch,ColorFit Pro 3,Violet ,"4,599","5,999",AMOLED Display,4.2,Thermoplastic polyurethane,7,3,1,,India
Noise ,Smartwatch,ColorFit Qube SpO2,Violet ,"4,750","4,999",AMOLED Display,4.3,Thermoplastic polyurethane,7,2,1,,India
Noise ,Smartwatch,ColorFit Brio,Violet ,"4,800","5,999",AMOLED Display,4.3,Thermoplastic polyurethane,10,4,1,,India
Noise ,Smartwatch,ColorFit Pro 2,Violet ,"4,950","4,999",AMOLED Display,4.1,Silicone,10,4,1,,India
Noise ,Smartwatch,Fit Active,Violet ,"4,999","5,999",AMOLED Display,4.2,Silicone,7,54,1,,India
Noise ,Smartwatch,ColorFit Qube,Violet ,"4,999","4,999",AMOLED Display,4,Thermoplastic polyurethane,7,3,1,,India
Noise ,Smartwatch,ColorFit Pro 2 Oxy,Violet ,"4,999","4,999",AMOLED Display,4,Thermoplastic polyurethane,7,4,1,,India
Noise ,Smartwatch,ColorFit Brio,Violet ,"4,999","5,999",AMOLED Display,4.3,Thermoplastic polyurethane,7,3,1,,India
Noise ,Smartwatch,NoiseFit Endure,Violet ,"4,999","5,999",AMOLED Display,3.9,Silicone,7,436,1,,India
Noise ,Smartwatch,NoiseFit Endure,Violet ,"4,999","5,999",AMOLED Display,3.9,Silicone,7,6,1,,India
Noise ,Smartwatch,ColorFit Pro,Violet ,"4,999","4,999",AMOLED Display,3.9,Silicone,7,765,1,,India
Noise ,Smartwatch,ColorFit Pro,Violet ,"5,299","4,999",AMOLED Display,3.9,Silicone,7,55,1,,India
Noise ,Smartwatch,Fit Evolve,Violet ,"5,299","7,999",AMOLED Display,3.9,Thermoplastic polyurethane,7,654,1,,India
Noise ,Smartwatch,Fusiom Hybrid,Violet ,"5,299","9,999",AMOLED Display,4,Thermoplastic polyurethane,7,6,1,,India
Noise ,Smartwatch,Evolve,Violet ,"5,400","7,999",AMOLED Display,3.9,Thermoplastic polyurethane,7,7,1,,India
Noise ,Smartwatch,NoiseFit Endure,Violet ,"5,499","5,999",AMOLED Display,3.9,Thermoplastic polyurethane,7,5890,1,,India
Honor,Smartwatch,Z1,Violet ,"5,499","5,499",OLED Display,3.1,Silicone,14,9,1,,India
Honor,Smartwatch,GS Pro,Violet ,"5,499","20,999",AMOLED Display,4.4,Nylon,25,215,1,,India
Honor,Smartwatch,GS Pro,Violet ,"5,499","20,999",AMOLED Display,4.4,Nylon,25,215,1,,India
Honor,Smartwatch,Watch Magic,Violet ,"5,499","17,999",AMOLED Display,4.3,Silicone,7,281,1,,India
Honor,Smartwatch,Magic Watch 2,Violet ,"5,499","15,999",AMOLED Display,4.4,Leather,14,1663,1,,India
Honor,Smartwatch,Watch ES,Violet ,"5,499","10,999",AMOLED Display,4.3,Silicone,10,354,1,,India
Honor,Smartwatch,Magic Watch,Violet ,"5,499","17,999",AMOLED Display,4.3,Silicone,7,281,1,,India
huami,Smartwatch,Amazfit GTS,Violet ,"5,598","12,999",AMOLED Display,4.3,Silicone,14,1907,1,,India
huami,Smartwatch,Amazfit GTS,Violet ,"5,599","12,999",AMOLED Display,4.3,Silicone,14,1907,1,,India
huami,Smartwatch,Amazfit GTS,Pink,"5,846","12,999",AMOLED Display,4.3,Silicone,14,1907,1,,India
huami,Smartwatch,Amazfit GTS,Blue,"5,846","12,999",AMOLED Display,4.3,Silicone,14,1907,1,,India
huami,Smartwatch,Amazfit Bip U,Blue,"5,899","5,999",AMOLED Display,4.2,Silicone,9,1334,1,,India
huami,Smartwatch,Amazfit Bip S Lite,Blue,"5,999","4,999",AMOLED Display,3.9,Silicone,14,849,1,,India
huami,Smartwatch,Amazfit T-Rex,Blue,"5,999","10,999",AMOLED Display,4.3,Silicone,20,359,1,,India
huami,Smartwatch,Amazfit GTS 2e,Blue,"5,999","13,999",AMOLED Display,4.2,Silicone,14,294,1,,India
huami,Smartwatch,Amazfit GTR 2 Aluminium,Blue,"5,999","17,999",AMOLED Display,4.1,Silicone,10,647,1,,India
huami,Smartwatch,Amazfit GTS 2,Blue,"5,999","17,999",AMOLED Display,4.1,Silicone,7,153,1,,India
huami,Smartwatch,Amazfit GTR 2 Stainless Steel,Blue,"5,999","17,999",AMOLED Display,4.1,Silicone,10,647,1,,India
huami,Smartwatch,Amazfit Bip,Blue,"6,399","6,999",AMOLED Display,4.2,Silicone,28,4651,1,,India
huami,Smartwatch,Amazfit GTR 42 mm Glitter,Blue,"6,779","16,999",AMOLED Display,4.2,Silicone,12,3,1,,India
huami,Smartwatch,Amazfit Neo,Blue,"6,990","3,999",AMOLED Display,4.2,Thermoplastic polyurethane,7,176,1,,India
huami,Smartwatch,Amazfit Bip S,Blue,"6,995","6,499",AMOLED Display,4,Thermoplastic polyurethane,15,489,1,,India
huami,Smartwatch,Amazfit GTR 42,Blue,"6,995","12,999",AMOLED Display,4.3,Silicone,14,4,1,,India
huami,Smartwatch,Amazfit Stratos 3,Blue,"6,995","17,999",AMOLED Display,3.7,Silicone,14,45,1,,India
huami,Smartwatch,Amazfit GTR 42,Blue,"6,995","12,999",AMOLED Display,4.3,Silicone,12,146,1,,India
huami,Smartwatch,Amazfit Pace,Blue,"6,995","10,999",AMOLED Display,4.2,Silicone,14,34,1,,India
huami,Smartwatch,Amazfit Bip S,Blue,"6,995","4,999",AMOLED Display,3.9,Thermoplastic polyurethane,15,489,1,,India
huami,Smartwatch,Amazfit Bip S,Blue,"6,995","4,999",AMOLED Display,3.9,Thermoplastic polyurethane,15,489,1,,India
huami,Smartwatch,Amazfit Bip,Blue,"6,995","5,990",AMOLED Display,4.2,Silicone,28,489,1,,India
huami,Smartwatch,Amazfit Bip S,Blue,"6,995","5,999",AMOLED Display,4,Thermoplastic polyurethane,15,489,1,,India
huami,Smartwatch,Amazfit GTR 47,Blue,"6,995","18,999",AMOLED Display,4.2,Silicone,25,34,1,,India
huami,Smartwatch,Amazfit GTR 47,Blue,"6,995","13,999",AMOLED Display,4.3,Silicone,25,176,1,,China
huami,Smartwatch,Amazfit Verge,Blue,"6,995","12,999",AMOLED Display,4.1,Silicone,25,489,1,,China
huami,Smartwatch,Amazfit Verge,Blue,"6,995","12,999",AMOLED Display,4.1,Silicone,25,489,1,,China
huami,Smartwatch,Amazfit Verge,Blue,"6,995","8,999",AMOLED Display,4.2,Silicone,14,489,1,,China
huami,Smartwatch,Amazfit Bip,Blue,"6,995","5,990",AMOLED Display,4.2,Silicone,28,176,1,,China
huami,Smartwatch,Amazfit Verge,Blue,"6,995","12,999",AMOLED Display,4.1,Silicone,7,176,1,,China
huami,Smartwatch,Amazfit Bip,Purple,"6,999","6,999",AMOLED Display,4.2,Silicone,28,176,1,,China
huami,Smartwatch,Amazfit Stratos,Purple,"6,999","15,999",AMOLED Display,4.2,Silicone,25,103,1,,China
huami,Smartwatch,Amazfit Bip Lite,Purple,"6,999","5,499",AMOLED Display,4,Thermoplastic polyurethane,7,125,1,,Russia
huami,Smartwatch,Amazfit Verge Lite,Purple,"7,498","8,999",AMOLED Display,4.2,Silicone,5,136,1,,Russia
huami,Smartwatch,Amazfit Bip,Purple,"7,499","7,399",AMOLED Display,4.4,Silicone,28,176,1,,Russia
huami,Smartwatch,Bip Lite On,Purple,"7,499","14,999",AMOLED Display,4.1,Silicone,7,183,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 2,Purple,"7,599","25,990",AMOLED Display,4.5,Silicone,7,565,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 2,Purple,"7,990","25,990",AMOLED Display,4.5,Silicone,7,54,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4,Purple,"7,990","37,999",AMOLED Display,4.6,Elastomer,14,3,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4,Purple,"7,999","42,999",AMOLED Display,4.6,Elastomer,14,4,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4,Purple,"7,999","37,999",AMOLED Display,4.6,Elastomer,14,334,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,Purple,"7,999","31,999",AMOLED Display,5,Elastomer,14,45,1,,Russia
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Purple,"7,999","2,590",PMOLED Display,3.8,Rubber,7,45,1,,Russia
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Purple,"8,490","2,590",PMOLED Display,3.8,Rubber,7,65,1,,Russia
SAMSUNG ,FitnessBand,Galaxy Fit,Purple,"8,807","9,990",AMOLED Display,4,Rubber,7,766,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch 3,Purple,"8,990","30,990",AMOLED Display,4.3,Leather,14,677,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Purple,"8,990","34,999",AMOLED Display,4.6,Elastomer,14,67,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch 4 Classic LTE,Purple,"8,990","42,999",AMOLED Display,4.6,Elastomer,14,55,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Purple,"8,990","31,999",AMOLED Display,4.6,Elastomer,14,4,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 2,Purple,"8,995","28,490",AMOLED Display,4.1,Silicone,14,5,1,,Russia
SAMSUNG ,Smartwatch,Galaxy 46mm,Purple,"8,995","33,999",AMOLED Display,4.5,Elastomer,7,345,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4 LTE,Purple,"8,995","39,999",AMOLED Display,4.6,Elastomer,14,55,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active Steel 2 LTE,Purple,"8,995","34,490",AMOLED Display,4.1,Silicone,14,54,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active Steel 2,Purple,"8,995","31,990",AMOLED Display,4.3,Silicone,14,465,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Classic 4,Purple,"8,995","34,999",AMOLED Display,4.6,Silicone,14,76,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Purple,"8,995","19,990",AMOLED Display,4.4,Elastomer,14,55,1,,Russia
SAMSUNG ,Smartwatch,Galaxy 44mm,Purple,"8,995","28,490",AMOLED Display,3.6,Silicone,14,45,1,,Russia
SAMSUNG ,Smartwatch,Galaxy LTE,Purple,"8,995","31,999",AMOLED Display,4.6,Elastomer,14,45,1,,Russia
SAMSUNG ,Smartwatch,Gear Fit 2,Purple,"8,995","15,000",AMOLED Display,4.2,Silicone,7,77,1,,Russia
SAMSUNG ,Smartwatch,Gear Fit,Purple,"8,995","16,860",AMOLED Display,3.9,Silicone,7,87,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 2 Steel,Purple,"8,995","31,990",AMOLED Display,4.4,Leather,14,87,1,,Russia
SAMSUNG ,Smartwatch,Gear S2,Purple,"8,995","24,300",AMOLED Display,4.3,Elastomer,14,67,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active Steel,Purple,"8,995","34,490",AMOLED Display,4.1,Silicone,14,56,1,,Russia
SAMSUNG ,Smartwatch,Gear Fit 2 Pro,Purple,"8,995","14,990",AMOLED Display,4.3,Silicone,7,56,1,,Russia
SAMSUNG ,Smartwatch,Gear Fit 2,Purple,"8,995","15,000",AMOLED Display,4.2,Silicone,7,54,1,,Russia
SAMSUNG ,Smartwatch,Gear 2,Purple,"8,999","22,550",AMOLED Display,2.3,Silicone,14,34,1,,Russia
SAMSUNG ,Smartwatch,Neo Gear 2,Purple,"8,999","16,860",AMOLED Display,3.9,Rubber,7,54,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Active 46mm,Purple,"8,999","19,990",AMOLED Display,4.4,Elastomer,14,77,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch LTE,Purple,"9,047","29,989",AMOLED Display,4.2,Silicone,14,988,1,,Russia
SAMSUNG ,Smartwatch,Galaxy 42,Purple,"9,097","25,990",AMOLED Display,4.6,Elastomer,14,65,1,,Russia
SAMSUNG ,Smartwatch,Gear Live,Purple,"9,796","15,900",AMOLED Display,4.2,Rubber,7,45,1,,Russia
SAMSUNG ,Smartwatch,Gear Fit 2,Purple,"9,990","15,000",AMOLED Display,4.2,Silicone,7,34,1,,Russia
SAMSUNG ,Smartwatch,Galaxy Watch 3,Purple,"9,995","39,490",AMOLED Display,4.3,Leather,14,655,1,,Russia
SAMSUNG ,Smartwatch,Galaxy 42,Purple,"9,995","25,990",AMOLED Display,4.6,Elastomer,14,44,1,,Russia
