Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Reviews,Number_Of_Tracker,,Most_Used_In_Countries
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Red Aluminium Case,Red,"20,590","52,900",OLED Retina Display,4.5,Aluminium,1,5,1,,Singapore
APPLE,Smartwatch,Series 6 GPS 40 mm Space Grey Aluminium Case,Red,"20,990","40,900",OLED Retina Display,4.5,Aluminium,1,4,1,,Singapore
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Stainless Steel Case,Red,"20,990","77,900",OLED Retina Display,4.5,Stainless Steel,1,54,1,,Singapore
APPLE,Smartwatch,Nike Series 5 GPS + Cellular 44 mm,Red,"20,990","52,900",OLED Retina Display,4.7,Silicone,1,5,1,,Nepal
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Blue Aluminium Case,Red,"20,990","52,900",OLED Retina Display,4.5,Aluminium,1,423,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Red,"20,990","73,900",OLED Retina Display,4.5,Aluminium,1,45,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Red,"20,990","36,900",OLED Retina Display,4.6,Aluminium,1,34,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,Red,"21,390","36,900",OLED Retina Display,4.6,Aluminium,1,45,1,,Nepal
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,Red,"21,495","43,900",OLED Retina Display,4.5,Aluminium,1,56,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,Red,"21,499","36,900",OLED Retina Display,4.6,Aluminium,1,67,1,,Nepal
APPLE,Smartwatch,Series 6 GPS 44 mm Silver Aluminium Case,Red,"21,499","43,900",OLED Retina Display,4.5,Aluminium,1,56,1,,Nepal
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Graphite Stainless Steel Case,Red,"21,900","73,900",OLED Retina Display,4.5,Stainless Steel,1,45,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Red,"21,989","36,900",OLED Retina Display,4.6,Aluminium,1,45,1,,Nepal
APPLE,Smartwatch,SE GPS + Cellular 44 mm Gold Aluminium Case,Red,"21,990","43,900",OLED Retina Display,4.5,Aluminium,1,343,1,,Nepal
APPLE,Smartwatch,Series 5 GPS + Cellular 44 mm Space Black Stainless Steel Case,Red,"21,990","69,900",OLED Retina Display,4.2,Stainless Steel,1,232,1,,Nepal
APPLE,Smartwatch,42 mm White Ceramic Case with Cloud Sport,Red,"21,995","1,14,900",OLED Retina Display,4.7,Nylon,1,54,1,,Nepal
APPLE,Smartwatch,Series 7 GPS 41 mm Aluminium Case,Red,"21,995","41,900",OLED Retina Display,5,Aluminium,1,3,1,,Nepal
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Red,"21,995","48,900",OLED Retina Display,4.6,Stainless Steel,1,454,1,,Nepal
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Red,"21,995","77,900",OLED Retina Display,4.6,Stainless Steel,1,76,1,,Nepal
APPLE,Smartwatch,Sport 42 mm Space Grey Aluminium Case,Red,"21,995","29,900",OLED Retina Display,4.6,Aluminium,1,87,1,,Nepal
APPLE,Smartwatch,"Series 7 GPS + Cellular, 45 mm Stainless Steel",Red,"21,995","73,900",OLED Retina Display,4.6,Stainless Steel,1,67,1,,Nepal
APPLE,Smartwatch,8 mm Stainless Steel Case,Red,"21,995","56,900",OLED Retina Display,4.6,Stainless Steel,1,5,1,,Nepal
APPLE,Smartwatch,"Series 7 GPS + Cellular, 41 mm Stainless Steel",Red,"21,999","73,900",OLED Retina Display,4.6,Stainless Steel,1,56,1,,Nepal
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,Red,"22,499","79,900",OLED Retina Display,4.6,Stainless Steel,1,454,1,,Nepal
APPLE,Smartwatch,42 mm Space Gray Aluminium,Red,"22,990","29,900",OLED Retina Display,4.5,Aluminium,1,45,1,,Nepal
APPLE,Smartwatch,Series 1 - 38 mm Silver Aluminium Case,Red,"22,990","21,900",OLED Retina Display,4.6,Aluminium,1,7,1,,Nepal
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm Gray Ceramic Case,Red,"22,990","1,22,090",OLED Retina Display,4.6,Nylon,1,45,1,,Nepal
APPLE,Smartwatch,42 mm Stainless Steel Case,Red,"22,990","60,900",OLED Retina Display,4.5,Stainless Steel,1,45,1,,Nepal
APPLE,Smartwatch,Series 1 - 42 mm Gold Aluminium Case,Red,"22,990","25,900",OLED Retina Display,4.6,Aluminium,1,7,1,,Nepal
APPLE,Smartwatch,2 - 42 mm Silver Aluminium Case,Red,"22,999","34,900",OLED Retina Display,4.7,Aluminium,1,7,1,,Nepal
APPLE,Smartwatch,Nike+ GPS - 42 mm Space Gray Aluminium Case,Red,"23,490","32,380",OLED Retina Display,4.6,Aluminium,1,7,1,,Sri Lanka
APPLE,Smartwatch,Series 3 GPS + Cellular- 42 mm White Ceramic Case,Red,"23,990","1,22,090",OLED Retina Display,4.6,Nylon,1,7,1,,Sri Lanka
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Red,"23,995","64,900",OLED Retina Display,4.3,Stainless Steel,1,7,1,,Sri Lanka
APPLE,Smartwatch,8 mm Stainless Steel Case,Red,"24,300","56,900",OLED Retina Display,4.3,Stainless Steel,1,76,1,,Sri Lanka
APPLE,Smartwatch,series 2 - 38 mm Stainless Steel Case,Red,"24,300","64,900",OLED Retina Display,4.6,Stainless Steel,1,56,1,,Sri Lanka
APPLE,Smartwatch,Nike+ - 38 mm Space Gray Aluminium Case,Red,"24,490","31,600",OLED Retina Display,4.5,Aluminium,1,4,1,,Sri Lanka
GARMIN ,Smartwatch,Venu Sq - Music Edition,Red,"24,490","25,990",AMOLED Display,4.3,Silicone,7,76,1,,Sri Lanka
GARMIN ,Smartwatch,Venu Sq,Red,"24,490","20,990",AMOLED Display,4.2,Silicone,7,778,1,,Sri Lanka
GARMIN ,Smartwatch,Garmin Instinct Tactical,Red,"24,495","31,490",AMOLED Display,4.7,Silicone,7,65,1,,Sri Lanka
GARMIN ,Smartwatch,Venu,Red,"24,989","39,990",AMOLED Display,4,Silicone,7,90,1,,Sri Lanka
GARMIN ,Smartwatch,Forerunner 45,Red,"24,990","20,990",OLED Display,4.4,Silicone,7,90,1,,Sri Lanka
GARMIN ,Smartwatch,Venu 2,Red,"24,990","41,990",AMOLED Display,4.7,Leather,14,98,1,,Sri Lanka
GARMIN ,Smartwatch,Vivosmart 4,Red,"24,990","13,490",OLED Display,3.9,Silicone,5,697,1,,Japan
GARMIN ,Smartwatch,Garmin Instinct HR,Red,"24,990","41,490",AMOLED Display,4.1,Silicone,14,98,1,,Japan
GARMIN ,Smartwatch,Approach S62,Red,"24,990","51,990",OLED Display,4.1,Silicone,12,986,1,,Japan
GARMIN ,Smartwatch,Venu 2S,Red,"25,249","37,990",AMOLED Display,4.2,Silicone,14,45,1,,Japan
GARMIN ,Smartwatch,Forerunner 245 Music,Red,"25,900","36,490",LED Display,4.2,Silicone,7,45,1,,Japan
GARMIN ,Smartwatch,Garmin Instinct HR,Red,"25,995","28,490",AMOLED Display,3.7,Silicone,7,45,1,,Japan
GARMIN ,Smartwatch,Instinct,Red,"25,999","28,490",LED Display,4.4,Silicone,7,76,1,,Japan
GARMIN ,Smartwatch,Forerunner 245,Red,"26,499","31,490",LCD Display,4.6,Silicone,7,879,1,,Japan
GARMIN ,Smartwatch,Vivomove Style,Red,"26,990","31,490",AMOLED Display,3.3,Nylon,14,89,1,,Japan
GARMIN ,Smartwatch,Fenix 6 Pro Solar,Red,"26,990","88,490",AMOLED Display,,Nylon,45,89,1,,Japan
GARMIN ,Smartwatch,Fenix 6X,Red,"27,400","88,490",AMOLED Display,,Nylon,45,89,1,,Japan
GARMIN ,Smartwatch,FORERUNNER 745 Magma Red,Red,"27,490","51,990",AMOLED Display,,Silicone,14,986,1,,Japan
GARMIN ,Smartwatch,Fenix 6,Red,"27,990","86,690",LED Display,,Nylon,30,67,1,,Japan
GARMIN ,Smartwatch,Lily,Red,"27,990","20,990",AMOLED Display,3.3,Silicone,7,87,1,,Japan
GARMIN ,Smartwatch,Approach S12,Red,"28,990","20,990",OLED Display,4,Silicone,12,87,1,,Japan
GARMIN ,Smartwatch,Instinct,Red,"28,990","28,490",AMOLED Display,5,Silicone,7,78,1,,Japan
GARMIN ,Smartwatch,Vivomove 3,Red,"28,990","25,990",OLED Display,,Silicone,7,78,1,,Japan
GARMIN ,Smartwatch,Fenix 6X Solar,Red,"28,990","1,19,490",AMOLED Display,,Leather,45,67,1,,Japan
GARMIN ,Smartwatch,Fenix 6,Red,"28,999","86,690",OLED Display,,Nylon,45,67,1,,Japan
GARMIN ,Smartwatch,Fenix 5X,Red,"28,999","58,490",OLED Display,,Silicone,30,76,1,,Japan
GARMIN ,Smartwatch,Vivomove Luxe,Red,"29,900","52,990",AMOLED Display,,Silicone,14,76,1,,Japan
GARMIN ,Smartwatch,Fenix 6,Red,"29,900","82,990",OLED Display,,Leather,30,56,1,,Japan
GARMIN ,Smartwatch,Vivomove,Red,"29,900","36,790",AMOLED Display,3.3,Silicone,7,45,1,,Japan
GARMIN ,Smartwatch,Fenix 6S,Red,"29,990","84,090",LED Display,,Stainless Steel,30,45,1,,Japan
GARMIN ,Smartwatch,Forerunner 945,Red,"29,990","62,490",OLED Display,4.2,Silicone,14,45,1,,Japan
GARMIN ,Smartwatch,Forerunner 55,Red,"29,990","20,990",AMOLED Display,,Silicone,7,56,1,,Japan
GARMIN ,Smartwatch,VIVOMOVE LUXE,Red,"29,999","47,490",AMOLED Display,,Silicone,14,56,1,,Japan
GARMIN ,Smartwatch,Lily,Red,"30,000","25,990",AMOLED Display,3.3,Silicone,7,54,1,,Japan
GARMIN ,Smartwatch,Fenix 5X Plus,Red,"30,400","79,990",AMOLED Display,,Silicone,30,45,1,,Japan
GARMIN ,Smartwatch,Swim 2,Red,"30,400","26,990",AMOLED Display,,Silicone,7,45,1,,Japan
GARMIN ,Smartwatch,Vivoactive 3 Element,Red,"30,990","16,990",AMOLED Display,3,Silicone,7,56,1,,Japan
GARMIN ,Smartwatch,Vivomove 3S,Red,"31,400","25,990",AMOLED Display,,Silicone,14,56,1,,Japan
GARMIN ,Smartwatch,Forerunner 55,Red,"31,400","20,990",OLED Display,,Silicone,14,56,1,,Japan
GARMIN ,Smartwatch,Vivoactive 3 Music,Red,"31,400","29,290",OLED Display,3.6,Silicone,14,65,1,,Japan
GARMIN ,Smartwatch,Vivomove HR,Red,"31,400","17,990",OLED Display,3.6,Silicone,14,545,1,,Japan
GARMIN ,Smartwatch,Fenix 6X,Red,"31,400","96,390",OLED Display,,Leather,45,45,1,,Japan
GARMIN ,Smartwatch,HRM-Swim,Red,"31,400","8,990",AMOLED Display,,Silicone,14,34,1,,Japan
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,Red,"31,600","51,990",AMOLED Display,,Silicone,14,53,1,,Japan
GARMIN ,Smartwatch,Fenix 5S Frost Blue,Red,"31,990","53,190",AMOLED Display,,Silicone,30,43,1,,Japan
GARMIN ,Smartwatch,Forerunner 935,Red,"31,990","48,790",AMOLED Display,4.7,Silicone,14,34,1,,Japan
GARMIN ,Smartwatch,Hybrid 3,Red,"31,999","25,990",LED Display,,Silicone,14,243,1,,Japan
GARMIN ,Smartwatch,Forerunner 245 Music Japan Edition,Red,"31,999","36,490",LED Display,,Silicone,14,44,1,,Japan
GARMIN ,Smartwatch,Fenix 5,Red,"32,380","52,990",AMOLED Display,,Silicone,30,44,1,,Japan
GARMIN ,Smartwatch,Instinct Solar Tidal,Red,"32,900","41,490",AMOLED Display,,Silicone,14,54,1,,Japan
GARMIN ,Smartwatch,Fenix 5S Plus,Red,"32,959","53,190",AMOLED Display,,Silicone,30,54,1,,Japan
GARMIN ,Smartwatch,Fenix 6 Sapphire Titanium,Red,"32,990","96,690",AMOLED Display,,Leather ,45,656,1,,Japan
GARMIN ,Smartwatch,Fenix 6 Sapphire Gray DLC,Red,"33,490","82,990",AMOLED Display,,Leather,30,55,1,,Japan
GARMIN ,Smartwatch,Vivoactive 3 Music,Red,"33,742","26,990",OLED Display,3.6,Silicone,14,45,1,,Japan
GARMIN ,Smartwatch,Forerunner 935,Red,"33,900","48,990",OLED Display,4.7,Silicone,14,34,1,,Japan
GARMIN ,Smartwatch,Forerunner 745 Whitestone,Red,"33,900","51,990",OLED Display,,Silicone,14,3,1,,Japan
GARMIN ,Smartwatch,VIVOACTIVE 4S,Red,"33,900","34,990",OLED Display,,Silicone,14,43,1,,India
GARMIN ,Smartwatch,Forerunner 935,Red,"33,900","42,990",OLED Display,4.7,Silicone,14,54,1,,India
GARMIN ,Smartwatch,Forerunner 235,Red,"33,900","22,990",LED Display,4.7,Silicone,14,54,1,,India
GARMIN ,Smartwatch,Fenix 6S,Red,"33,900","86,690",AMOLED Display,,Nylon,45,56,1,,India
GARMIN ,Smartwatch,Forerunner 235,Red,"33,900","31,197",LED Display,4.7,Silicone,14,4,1,,India
GARMIN ,Smartwatch,Venu,Red,"34,900","39,990",LED Display,4,Silicone,14,44,1,,India
GARMIN ,Smartwatch,Vivoactive 4,Red,"34,990","34,990",AMOLED Display,4.3,Silicone,14,5,1,,India
GARMIN ,Smartwatch,Forerunner 245 Music,Red,"34,990","34,990",AMOLED Display,4.2,Silicone,14,6,1,,India
GARMIN ,Smartwatch,Fenix 6 Pro Solar,Red,"34,990","88,490",AMOLED Display,,Nylon,45,556,1,,India
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,Red,"34,990","47,490",AMOLED Display,,Silicone,14,65,1,,India
GARMIN ,Smartwatch,Forerunner 745 Black,Red,"34,999","51,990",AMOLED Display,5,Silicone,14,56,1,,India
GARMIN ,Smartwatch,Vivoactive HR,Red,"34,999","21,990",AMOLED Display,3.5,Silicone,14,56,1,,India
GARMIN ,Smartwatch,Fenix 5s,Red,"35,990","54,990",AMOLED Display,,Silicone,30,45,1,,India
GARMIN ,Smartwatch,vivoactive 4S 40mm,Red,"36,900","34,990",AMOLED Display,5,Silicone,14,344,1,,India
GARMIN ,Smartwatch,Instinct,Red,"36,999","26,990",OLED Display,4.4,Silicone,14,43,1,,India
GARMIN ,Smartwatch,Instinct Solar Camo Edition,Red,"37,490","47,490",AMOLED Display,4.7,Silicone,14,43,1,,India
GARMIN ,Smartwatch,Vivomove 3S,Red,"37,490","25,990",AMOLED Display,,Silicone,14,43,1,,India
GARMIN ,Smartwatch,Lily,Red,"37,490","20,990",LED Display,3.3,Silicone,14,54,1,,France
GARMIN ,Smartwatch,Vivoactive 3 Element Cerise,Red,"37,490","16,990",LED Display,,Silicone,14,65,1,,France
GARMIN ,Smartwatch,Forerunner 235,Red,"37,990","27,790",LED Display,4.7,Silicone,14,65,1,,France
GARMIN ,Smartwatch,VIVOMOVE 3S Navy,Red,"39,490","25,990",LED Display,,Silicone,14,76,1,,India
GARMIN ,Smartwatch,Fenix 5s,Red,"39,990","49,990",AMOLED Display,,Silicone,30,87,1,,India
GARMIN ,Smartwatch,Vivoactive 4,Red,"39,990","34,990",LED Display,4.3,Silicone,14,976,1,,India
GARMIN ,Smartwatch,Vivoactive 3 Music,Red,"39,990","26,990",LED Display,3.6,Silicone,14,56,1,,India
GARMIN ,Smartwatch,Forerunner15 Heart,Red,"39,990","14,499",AMOLED Display,4.7,Silicone,14,454,1,,India
GARMIN ,Smartwatch,Running GPS 935,Red,"39,990","42,990",AMOLED Display,,Leather,14,43,1,,Japan
GARMIN ,Smartwatch,Forerunner,Red,"40,000","44,990",AMOLED Display,,Leather,14,43,1,,Japan
GARMIN ,Smartwatch,Approach S20,Red,"40,000","19,990",OLED Display,4.1,Silicone,12,323,1,,Japan
GARMIN ,Smartwatch,Forerunner 235 Activity Tracker,Red,"40,190","22,990",AMOLED Display,,Silicone,14,34,1,,Japan
GARMIN ,Smartwatch,Vivoactive 3 element,Red,"40,190","29,990",AMOLED Display,3.6,Silicone,14,43,1,,Japan
GARMIN ,Smartwatch,Fenix,Red,"40,900","54,990",AMOLED Display,,Leather,30,54,1,,Russia
GARMIN ,Smartwatch,Forerunner 35,Red,"41,900","16,990",AMOLED Display,,Silicone,14,65,1,,Russia
GARMIN ,Smartwatch,Forerunner,Red,"41,990","16,990",AMOLED Display,,Silicone,14,76,1,,Russia
GARMIN ,Smartwatch,Forerunner,Red,"42,990","29,990",AMOLED Display,,Silicone,14,34,1,,Russia
GARMIN ,Smartwatch,Vivoactive 3 element,Red,"42,990","24,990",LED Display,3.6,Silicone,14,34,1,,Russia
GARMIN ,Smartwatch,Rubber 35,Red,"42,990","16,990",LED Display,2,Silicone,14,43,1,,Russia
GARMIN ,Smartwatch,FORRUNNER 235,Red,"43,900","22,990",LED Display,,Silicone,14,43,1,,Russia
GARMIN ,Smartwatch,Forerunner,Red,"43,900","27,990",LED Display,,Silicone,14,23,1,,Russia
GARMIN ,Smartwatch,Forerunner Fitness Notifier,Red,"43,900","16,743",LED Display,,Silicone,14,43,1,,Russia
GARMIN ,Smartwatch,Vivomove HR,Red,"43,900","19,990",LED Display,3.7,Silicone,14,54,1,,Russia
GARMIN ,Smartwatch,Vivoactive 3 element,Red,"44,900","16,990",AMOLED Display,3.6,Silicone,14,56,1,,Russia
GARMIN ,Smartwatch,Vivoactive,Red,"44,990","27,990",AMOLED Display,4.8,Silicone,14,78,1,,Russia
GARMIN ,Smartwatch,Forerunner 735XT,Red,"45,690","39,990",LED Display,,Silicone,14,998,1,,Russia
GARMIN ,Smartwatch,HR GPS Smart,Red,"45,690","20,000",AMOLED Display,,Silicone,14,76,1,,Russia
GARMIN ,Smartwatch,Hybrid,Red,"45,690","21,335",LED Display,,Silicone,7,65,1,,Russia
OnePlus ,Smartwatch,Watch,Red,"45,690","16,999",AMOLED Display,4.4,Elastomer,14,45,1,,Russia
Huawei,Smartwatch,GT2 46mm,Red,"45,690","20,990",AMOLED Display,4.5,Elastomer,14,34,1,,Russia
Huawei,Smartwatch,GT2 Pro,Red,"45,690","29,990",AMOLED Display,4.4,Elastomer,14,43,1,,Russia
Huawei,Smartwatch,GT2 Pro,Red,"46,990","34,990",AMOLED Display,3.5,Elastomer,14,65,1,,Russia
Huawei,Smartwatch,GT2 eSport,Red,"46,990","19,990",AMOLED Display,4.3,Elastomer,14,76,1,,Russia
Huawei,Smartwatch,GT2 eSport,Red,"46,990","19,990",AMOLED Display,4.3,Elastomer,14,78,1,,Russia
Huawei,Smartwatch,GT2 eActive,Red,"46,990","19,990",AMOLED Display,4.3,Thermoplastic polyurethane,14,67,1,,Russia
Huawei,Smartwatch,GT2 42mm,Red,"46,990","19,990",AMOLED Display,4.3,Elastomer,14,65,1,,Russia
Huawei,Smartwatch,Stainless Steel,Red,"47,490","19,990",AMOLED Display,4.5,Leather,14,45,1,,Russia
Huawei,Smartwatch,GT Active,Red,"47,990","20,990",AMOLED Display,4.4,Silicone,14,544,1,,Russia
Huawei,Smartwatch,GT Active,Red,"48,490","20,990",AMOLED Display,4.4,Silicone,14,43,1,,Russia
Huawei,Smartwatch,GT Sport,Red,"48,490","20,990",AMOLED Display,4.4,Silicone,14,54,1,,Russia
Huawei,Smartwatch,GT Classic,Red,"48,490","21,990",AMOLED Display,4.5,Leather,14,65,1,,China
Huawei,Smartwatch,GT2 46mm,Red,"48,490","30,990",AMOLED Display,4.5,Stainless Steel,14,76,1,,China
Huawei,Smartwatch,Fit,Red,"48,900","9,999",AMOLED Display,3.4,Silicone,7,54,1,,China
Huawei,Smartwatch,Fit,Red,"49,990","9,999",AMOLED Display,3.4,Silicone,7,45,1,,China
Huawei,Smartwatch,Watch 2 Sport,Red,"49,999","29,999",AMOLED Display,3.8,Silicone,7,23,1,,China
Huawei,Smartwatch,Watch 32564546,Red,"50,400","49,999",AMOLED Display,4.1,Silicone,14,43,1,,China
Huawei,Smartwatch,Watch 2,Red,"50,400","25,999",AMOLED Display,3.9,Leather,7,4,1,,China
Huawei,Smartwatch,Watch 36456,Red,"50,408","55,000",AMOLED Display,4.1,Silicone,14,4,1,,China
Huawei,Smartwatch,GT Fortuna-B19S Sport,Red,"50,900","20,990",AMOLED Display,4.1,Elastomer,14,34,1,,China
GOQii,FitnessBand,HR,Red,"52,900","1,999",OLED Display,3.8,Silicone,7,43,1,,China
GOQii,FitnessBand,Vital,Red,"52,900","3,499",OLED Display,3.7,Thermoplastic polyurethane,7,23,1,,China
FOSSIL ,Smartwatch,Gen 5E,Red,"52,900","18,495",AMOLED Display,4.2,Stainless Steel,1,32,1,,China
boAt ,Smartwatch,Vertex,Red,"53,900","6,990",AMOLED Display,3.9,Silicone,7,43,1,,China
Crossbeats,Smartwatch,Orbit Sport,Red,"54,990","9,999",IPS Display,4.1,Silicone,10,319,1,,China
Crossbeats,Smartwatch,Ignite S3,Red,"54,990","9,999",IPS Display,3.9,Silicone,7,96,1,,China
Crossbeats,Smartwatch,Ace,Red,"55,000","9,999",IPS Display,3.9,Silicone,15,545,1,,China
Crossbeats,Smartwatch,Orbit ,Red,"56,490","9,999",IPS Display,3.7,Silicone,10,281,1,,China
Crossbeats,Smartwatch,Ignite  ,Red,"56,900","7,999",IPS Display,3.9,Silicone,10,309,1,,China
Crossbeats,Smartwatch,Ignite Pro,Red,"56,900","9,999",IPS Display,4.2,Silicone,7,84,1,,China
Crossbeats,Smartwatch,Orbit - Special Edition,Red,"56,900","9,999",IPS Display,3.9,Leather,10,108,1,,China
Crossbeats,Smartwatch,Trak,Red,"58,490","9,999",IPS Display,3.8,Silicone,15,127,1,,China
dizo by realme ,Smartwatch,Watch 2,Red,"59,990","3,999",LCD Display,4.3,Silicone,10,34,1,,China
dizo by realme ,Smartwatch,Watch Pro,Red,"60,900","5,999",LCD Display,4.2,Silicone,14,360,1,,China
Noise ,Smartwatch,ColorFit Caliber,Red,"64,900","3,999",TFT-LCD Display,4.3,Silicone,15,5,1,,China
Noise ,Smartwatch,Evolve 2 ,Red,"64,900","7,999",AMOLED Display,3.9,Silicone,7,43,1,,China
Noise ,Smartwatch,ColorFit IconBuzz,Red,"65,900","4,999",TFT-LCD Display,,Silicone,7,3,1,,China
Ptron,Smartwatch,Pulsefit,Red,"67,900","3,199",TFT-LCD Display,2.5,Silicone,3,4,1,,China
Ptron,Smartwatch,Pulsefit P461,Red,"67,900","2,999",TFT-LCD Display,3.3,Silicone,3,477,1,,China
Ptron,Smartwatch,Pulsefit P261,Red,"67,900","2,999",TFT-LCD Display,3.1,Silicone,3,327,1,,China
Ptron,Smartwatch,Tronite,Red,"67,900","2,000",LCD Display,3.7,Silicone,3,16,1,,China
Ptron,Smartwatch,Rhythm,Red,"69,900","3,000",LCD Display,3.4,Silicone,7,120,1,,China
Zebronics,Smartwatch,ZEB-FIT8220CH,Red,"69,900","3,999",TFT-LCD Display,4.5,Silicone,7,34,1,,China
Zebronics,Smartwatch,ZEB-FIT4220CH,Red,"69,900","7,999",TFT-LCD Display,4.2,Silicone,10,46,1,,China
Zebronics,Smartwatch,ZEB-FIT920CH,Red,"69,900","4,499",TFT-LCD Display,4.6,Thermoplastic polyurethane,7,41,1,,China
Zebronics,Smartwatch,ZEB-FITMe,Red,"69,900","4,999",TFT-LCD Display,4.5,Thermoplastic polyurethane,7,29,1,,China
Zebronics,Smartwatch,ZEB-FIT5220CH,Red,"70,990","4,999",TFT-LCD Display,,Rubber,7,5,1,,China
Zebronics,Smartwatch,ZEB-FIT1220CH,Red,"72,990","3,999",TFT-LCD Display,,Silicone,7,5,1,,China
Zebronics,Smartwatch,ZEB-FIT5220CH,Red,"73,900","4,999",TFT-LCD Display,,Rubber,7,45,1,,China
Zebronics,Smartwatch,ZEB-FIT650CH,Red,"73,900","4,199",TFT-LCD Display,2.9,Silicone,7,65,1,,China
Zebronics,Smartwatch,Smarttime 200,Red,"73,900","2,999",TFT-LCD Display,3.1,Rubber,3,87,1,,China
Zebronics,FitnessBand,ZEB-FIT450,Blue,"73,900","1,899",TFT-LCD Display,3.3,Silicone,3,9,1,,China
Zebronics,FitnessBand,zeb-fit,Blue,"74,990","1,899",TFT-LCD Display,3.3,Silicone,3,6,1,,China
Zebronics,Smartwatch,Fit-650,Blue,"74,990","4,199",TFT-LCD Display,3.1,Leather,3,3,1,,China
Fire-Boltt,Smartwatch,Ninja touch to Wake,Blue,"76,990","4,999",HD Display,3.9,Silicone,5,6046,1,,China
Fire-Boltt,Smartwatch,Ultron,Blue,"77,900","10,999",AMOLED Display,4.1,Silicone,5,229,1,,China
Fire-Boltt,Smartwatch,Ninja Pro,Blue,"77,900","4,999",HD Display,4,Silicone,10,688,1,,China
Fire-Boltt,Smartwatch,Mercury,Blue,"77,990","7,999",HD Display,4,Silicone,8,4941,1,,China
Fire-Boltt,Smartwatch,SpO2 Full Touch,Blue,"77,990","5,999",HD Display,4,Silicone,8,2525,1,,China
Fire-Boltt,Smartwatch,Max,Blue,"79,900","12,999",AMOLED Display,4,Silicone,10,519,1,,China
Fire-Boltt,Smartwatch,AI-BT Calling,Blue,"79,990","9,999",HD Display,3.7,Silicone,10,423,1,,China
Fire-Boltt,Smartwatch,BSW004,Blue,"81,990","9,999",LCD Display,,Silicone,7,55,1,,China
Fire-Boltt,Smartwatch,Spin,Blue,"84,490","5,999",TFT-LCD Display,2.4,Silicone,5,15,1,,China
Fire-Boltt,Smartwatch,Talk Bluetooth,Blue,"86,990","9,999",HD Display,4.1,Silicone,10,923,1,,China
Fire-Boltt,Smartwatch,Almighty,Orange,"1,05,990","14,999",AMOLED Display,4.1,Silicone,10,212,1,,China
Fire-Boltt,Smartwatch,Mercury,Orange,"1,14,900","7,999",HD Display,4,Silicone,8,4941,1,,China
Fire-Boltt,Smartwatch,Spin,Orange,"1,22,090","5,999",TFT-LCD Display,2.4,Silicone,5,15,1,,China
Fire-Boltt,Smartwatch,Ninja Pro,Orange,"1,22,090","4,999",HD Display,4,Silicone,10,688,1,,China
